title,link,summary,published
Lead Talent Acquisition [HUM15202],https://www.att.jobs/job/dallas/lead-talent-acquisition-hum15202/117/100191133072,"...information, marital status, citizenship status, military status, veteran status, or any other characteristic protected by ... information, marital status, citizenship status, military status, veteran status, or any other characteristic protected by...","Fri, 04 Sep 2026 23:51:32 GMT"
Senior Talent Acquisition Jobs and Careers in Dallas at AT&T,https://www.att.jobs/job/dallas/senior-talent-acquisition/117/100191132928,"...information, marital status, citizenship status, military status, veteran status, or any other characteristic protected by ... information, marital status, citizenship status, military status, veteran status, or any other characteristic protected by...","Fri, 04 Sep 2026 23:50:56 GMT"
Helix and Hornbeck Complete Merger to Form Integrated Offshore Services Leader,https://dataportuaria.com/en/internacional/shipping/helix-and-hornbeck-complete-merger-to-form-integrated-offsho,"...capabilities to serve deepwater oilfield, defense and renewables industries.HOUSTON and COVINGTON, La., Sept. 1, 2026 ... G. Annessa, Executive Vice President Defense / Emerging Technologies; and Michael J. Nicaud, Senior Vice President...","Fri, 04 Sep 2026 23:48:03 GMT"
Hornbeck Offshore Completes Merger with Helix Energy Solutions,https://dataportuaria.com/en/internacional/shipping/hornbeck-offshore-completes-merger-with-helix-energy-solutio,"...services across deepwater oil and gas, defense and renewable energy markets.""Today marks the beginning of an exciting new ... commercial officer; and Carl Annessa overseeing defense and emerging technologies.Michael Nicaud will serve as senior vice...","Fri, 04 Sep 2026 23:42:12 GMT"
"Greenland Mines Closes $35M Sarfartoq Rare Earths Acquisition, Eyes Pre-Feasibility",https://www.citybuzz.co/2026/09/02/greenland-mines-closes-35m-sarfartoq-rare-earths-acquisition-eyes-pre-feasibility/,"...NdPr) oxides used in permanent magnets for electric vehicles, wind turbines, and defense applications.The company highlighted that Sarfartoqs planned annual NdPr oxide production would represent approximately 34% of all NdPr oxide refined...","Wed, 02 Sep 2026 19:00:00 GMT"
"LaSalle Investment Management, Camber Real Estate Acquire NY Industrial Portfolio",https://www.mannpublications.com/mannreport/2026/09/02/lasalle-investment-management-camber-real-estate-acquire-ny-industrial-portfolio/,The portfolio is anchored by two investment-grade tenants representing the global logistics and national defense sectors. Financial terms of the transaction and exact property locations remain undisclosed.This acquisition fits our strategy of...,"Wed, 02 Sep 2026 15:37:53 GMT"
Legion Capital Acquisition Corp.,https://www.iposcoop.com/ipo/legion-acquisition/,"We intend to focus our search for an acquisition target on companies within the aerospace, defense, intelligence and defense technology sectors.Marc Gabelli, the vice chairman and president of Gabelli Group, is our chairman of the board.Robert...","Fri, 04 Sep 2026 21:52:01 GMT"
Markiplier GoPro trading claims: What the YouTuber said after $285M merger sent stock soaring,https://timesofindia.indiatimes.com/world/us-streamers/markiplier-gopro-insider-trading-claims-what-the-youtuber-said-after-285m-merger-sent-stock-soaring/articleshow/133776547.cms,"He said he began buying shares months earlier because he believed in GoPros cameras. Markiplier also criticized the mergers AI and defense focus, said he had not sold his shares, and plans to vote against...","Fri, 04 Sep 2026 21:13:42 GMT"
Hornbeck Offshore Services Grants Major Performance Equity Award After Merger Completion,https://third-news.com/article/77ddeed6-a89e-11f1-b93a-9ca3ba08e13f,"...of innovative solutions to key industries such as deepwater oilfield exploration, defense, and renewable energy sectors. Hornbeck Offshore Services is positioned as a leader in the global market, with the merger representing a strategic move to...","Fri, 04 Sep 2026 20:23:19 GMT"
...FOLLOWING CLOSING OF LIGHTSOLVER ACQUISITION,https://au.advfn.com/stock-market/NASDAQ/CLGN/stock-news/99253846/collplant-appoints-dr-ruti-ben-shlomi-to-its-boar,"This bold diversification positions the Company to address some of the world's most computationally intensive workloads across aerospace, defense, and Physical AI, while continuing to drive its core biotech innovations.In the healthcare sector...","Fri, 04 Sep 2026 08:26:00 GMT"
GoPro Jumps 24% as Merger Math Implies $5.80 NewCo Price,https://ts2.tech/en/gopro-jumps-24-as-merger-math-implies-5-80-newco-price/,"The companies said Starman makes optical transceivers in the United States. They aim to sell into AI data centers, defense, government and aerospace markets.Together, we intend to bring production of these critical components back to the United...","Fri, 04 Sep 2026 19:19:58 GMT"
...Strategic Analysis of the NVIDIA Acquisition of Hugging...,https://bbdinvestors.blogspot.com/2026/09/the-architectural-integration-of-open.html,"Source: Times of India) This aligns with a broader industry push for ""automated defense"" to counter ""automated attacks."" (Source: NVIDIA Blog) However, analysts also view the acquisition as a threat to Microsofts Azure ecosystem, which benefited...","Fri, 04 Sep 2026 17:50:51 GMT"
XTEND Reality Expansion begins trading on NYSE after $1.5B merger with JFB Construction Holdings,https://cryptobriefing.com/xtend-xr-nyse-trading-defense-robotics/,"5B merger with JFB Construction HoldingsThe Israeli defense robotics company bypassed a traditional IPO, opting instead... an Israeli company building AI-powered defense drones and autonomous robotic systems, started trading on the New York...","Fri, 04 Sep 2026 17:19:44 GMT"
Systems Engineering Acquisition Logistics Specialist (Secret clearance),https://www.builtincolorado.com/job/systems-engineering-acquisition-logistics-specialist-secret-clearance/11023332,...for space and ground systems supporting military remote sensing missions. The role evaluates and validates system... Join Vantor and help create the future of military remote sensing. Join our team and create the future of Remote Sensing...,"Fri, 04 Sep 2026 17:03:39 GMT"
GoPro Announces $285 Million Merger with Starman Optical,https://theunn.com/gopro-announces-285-million-merger-with-starman-optical/,"...Optical, aiming to diversify into AI, defense, and optics while maintaining its public listing.GoPro, the well-known ... artificial intelligence infrastructure, defense, and other commercial markets.The merger, announced on September 1...","Fri, 04 Sep 2026 16:53:13 GMT"
...FOLLOWING CLOSING OF LIGHTSOLVER ACQUISITION Health Technology...,https://healthtechnologynet.com/2026/09/04/collplant-appoints-dr-ruti-ben-shlomi-to-its-board-of-directors-following-closing-of-lightsolver-acquisition/,"This bold diversification positions the Company to address some of the worlds most computationally intensive workloads across aerospace, defense, and Physical AI, while continuing to drive its core biotech innovations.In the healthcare sector...","Fri, 04 Sep 2026 16:53:02 GMT"
VSP Revival: Captive Mines & SAIL Merger for Steel Authority's Future,https://telugu-update.blogspot.com/2026/09/vsp-revival-captive-mines-sail-merger.html,"...supporting various downstream industries, including infrastructure, automotive, and defense. Its revival would safeguard thousands of jobs directly and indirectly, bolstering the regional economy.Strategically, a strong domestic steel sector is...","Fri, 04 Sep 2026 16:40:32 GMT"
...Gillispie: Advancing Federal Acquisition And Military Family Advocacy NEWSnet...,https://fresno.newsnetmedia.com/story/427194/influential-women-highlights-marquiesha-gillispie-advancing-federal-acquisition-and-military-family-advocacy/,"...veterans, military spouses, and military-connected families. As a former director of the Federal Military Family Network and ... military-connected individuals. Frequent moves associated with military life can create significant challenges for military...","Fri, 04 Sep 2026 16:25:40 GMT"
