title,link,summary,published
Boeing finalizes $4.7B acquisition of key 737 Max supplier Spirit AeroSystems Solwd,https://solwd.net/boeing-finalizes-4-7b-acquisition-of-key-737-max-supplier-spirit-aerosystems-2/,"...continue delivering high quality airplanes, differentiated services, and advanced defense capabilities for our customers and the industry, Ortberg said in a statement.Boeing previously owned Wichita, Kansas-based Spirit but spun it off in 2005...","Tue, 09 Dec 2025 01:10:12 GMT"
"DISA looks to ramp up capability acquisition, delivery speed",https://defensescoop.com/2025/12/08/disa-paul-stanton-forecast-to-industry-capability-acquisition-delivery-speed/,"Paul Stanton, director of DISA and commander of Department of Defense Cyber Defense Command, said Monday during a keynote ... event.Over the last few months, the Defense Department has launched a slew of efforts to reform its acquisition processes...","Tue, 09 Dec 2025 00:54:41 GMT"
...Billion Won Supply Contract with Defense Acquisition Program Administration - The Asia Business...,http://www.asiae.co.kr/en/article/stock-disclosure/2025120909514170473,Stock Hyundai Rotem Signs 250 Billion Won Supply Contract with Defense Acquisition Program Administration,"Tue, 09 Dec 2025 00:51:40 GMT"
Gia Lai marks 80 years of revolutionary roots as province prepares for historic 2025 merger,https://en.baogialai.com.vn/gia-lai-marks-80-years-of-revolutionary-roots-as-province-prepares-for-historic-2025-merger-post1041.html,"...and society, and maintaining national defense and security in the new era, he emphasized.From the perspective of a ... must pay special attention to national defense and security, maintaining peace from the grassroots, especially in border...","Tue, 09 Dec 2025 00:41:35 GMT"
Flyingphotos Magazine News: Boeing Completes Acquisition of Spirit AeroSystems,http://flyingphotosmagazinenews.blogspot.com/2025/12/boeing-completes-acquisition-of-spirit.html,"...under Global Services, defense programs to operate independentlySpirit Defense established to ensure continuity for ... businesses.Spirit Defense will continue to support its customers as an independent supplier to the defense industry to...","Mon, 08 Dec 2025 23:08:00 GMT"
"Boeing completes acquisition of Spirit AeroSystems, a major supplier",https://www.mercedsunstar.com/news/business/article313524994.html,"...$8.3 billion.Spirit makes fuselages for the 737 and major parts of other Boeing military and commercial jets. Spirit also made parts for Airbus, which is acquiring factories where that work is done.The door plug mishap last year prompted...","Mon, 08 Dec 2025 21:51:50 GMT"
Reality Check: What the Netflix Acquisition of Warner Bros. Means for the Entertainment Industry,https://row5.blog/2025/12/08/what-the-netflix-acquisition-of-warner-bros-means-for-the-entertainment-industry/,"...sympathetic government, but also because companies want to move away from being on defense and into offense.In a world where antitrust is not a factor, what would this new Frankenstein company look like and who would be impacted the most? If...","Mon, 08 Dec 2025 02:05:13 GMT"
Hounds Acquire NHL Prospect Lukas Fischer from Sarnia Sting,https://bvmsports.com/2025/12/08/hounds-acquire-nhl-prospect-lukas-fischer-from-sarnia-sting/,"...acquisition strengthens the Greyhounds defense, it may deplete their future draft capital, potentially impacting long-term ... significantly enhance the Greyhounds defense, but the team must carefully manage their future drafts to sustain...","Mon, 08 Dec 2025 01:39:45 GMT"
...Security: 5for1 Split & Veza AI Acquisition Transform Enterprise...,https://aktiensensor.com/articles/servicenow-boosts-value-and-security-5for1-split--veza-ai-acquisition-transform-enterprise/,"...evolution, challenging traditional separations between process management and cyberdefense, and setting a new benchmark for integrated digital transformation...","Sun, 07 Dec 2025 22:34:48 GMT"
Army begins to reshape its acquisition enterprise along portfolio lines,https://federalnewsnetwork.com/army/2025/12/army-begins-to-reshape-its-acquisition-enterprise-along-portfolio-lines/,"...their value across capability portfolios, Defense Secretary Pete Hegseth said during an address at the National War... In that address, Hegseth credited the military services with laying the groundwork for some of the reforms he wants to...","Mon, 08 Dec 2025 23:45:01 GMT"
