title,link,summary,published
Korea's nuclear-powered sub acquisition 'possible' but 'long road' - The Korea...,https://www.koreaherald.com/article/10615141,"...pushes to secure sufficient independent military capabilities to better cope with North Korea's rising nuclear ... ""peaceful"" use of nuclear energy, not for military purposes...","Thu, 13 Nov 2025 00:51:03 GMT"
Industry Sees An Opportunity In New Pentagon Acquisition Reform,https://aviationweek.com/defense/budget-policy-operations/industry-sees-opportunity-new-pentagon-acquisition-reform,"...and looking to reduce bureaucracy along the way. As the process starts, following Defense Secretary Pete Hegseths line-in-the-sand announcement in early November, industry leaders and...Brian EverstineBrian Everstine is the Pentagon Editor for...","Thu, 13 Nov 2025 00:10:52 GMT"
...Contract Aligned with Pentagon's Acquisition...,https://technologypressreleases.com/article/866685922-phaedrus-llc-awarded-25-3m-air-force-research-laboratory-contract-aligned-with-pentagon-s-acquisition-transformation,"...a key contributor to the Department of Defense's historic acquisition transformation now prioritizing speed, flexibility ... communications and PNT domains.""The defense acquisition reforms prioritize getting innovative technology into...","Thu, 13 Nov 2025 00:10:36 GMT"
BigBearAI stock rallies on new AI acquisition,https://www.bnd.com/news/business/article312895391.html,"...which positions it more favorably in the defense generative AI market.This AI-powered solutions provider, which builds ... agentic AI and secure model distribution for defense and other regulated sectors.More PalantirPlatforms like Ask Sage...","Thu, 13 Nov 2025 00:03:00 GMT"
Expert calls South Korea's nuclear-powered sub acquisition 'possible' but 'long road',https://koreajoongangdaily.joins.com/news/2025-11-13/national/defense/Expert-calls-South-Koreas-nuclearpowered-sub-acquisition-possible-but-long-road/2453232,"...pushes to secure sufficient independent military capabilities to better cope with North Korea's rising nuclear ... ""peaceful"" use of nuclear energy, not for military...","Wed, 12 Nov 2025 23:56:40 GMT"
Army pushing acquisition to the front lines with new Global Tactical Edge directorate,https://insidedefense.com/daily-news/army-pushing-acquisition-front-lines-new-global-tactical-edge-directorate,...14265 -- Modernizing Defense Acquisitions and Spurring Innovation in the Defense Industrial Base -- issued by President ... Driscoll in an interview with Breaking Defense.Driscoll said the Army's new acquisition framework will be organized under...,"Wed, 12 Nov 2025 18:03:00 GMT"
...Contract Aligned with Pentagon's Acquisition,https://www.einpresswire.com/article/866685922/phaedrus-llc-awarded-25-3m-air-force-research-laboratory-contract-aligned-with-pentagon-s-acquisition-transformation,"...a key contributor to the Department of Defense's historic acquisition transformation now prioritizing speed, flexibility ... communications and PNT domains.""The defense acquisition reforms prioritize getting innovative technology into...","Wed, 12 Nov 2025 21:33:46 GMT"
Hegseths Acquisition Reform: From Red Tape to Rapid Response,https://www.ngaus.org/newsroom/hegseths-acquisition-reform-red-tape-rapid-response,"...replacement of the current Defense Acquisition System with a streamlined Warfighting Acquisition System designed to prioritize speed, flexibility, and joint operations.We will rebuild the defense industrial base into a new arsenal of freedom,...","Wed, 12 Nov 2025 14:43:57 GMT"
New defense entrants see promise in Hegseths acquisition transformation plan,https://insidedefense.com/daily-news/new-defense-entrants-see-promise-hegseth%E2%80%99s-%E2%80%98acquisition-transformation%E2%80%99-plan,"...scaleups in the defense industry are saying Defense Secretary Pete Hegseths plan to transform the defense acquisition ... bold overhaul of the Defense Departments acquisition system.Were going to make defense contracting competitive again,...","Wed, 12 Nov 2025 14:23:00 GMT"
Kochav Defense Acquisition Corp. Right 10Q 2025 Q3 Quarterly report | KCHV Filing,https://capedge.com/filing/2053799/0001213900-25-109292/10-Q,"...Commission File Number: 001-42670Kochav Defense Acquisition Corp.(Exact name of registrant as specified in its... 0001 per share, of the registrant issued and outstandingKOCHAV DEFENSE ACQUISITION CORP.FORM 10-Q FOR THE QUARTERLY...","Wed, 12 Nov 2025 03:50:00 GMT"
AFM Capital Partners Announces Acquisition of Owens Industries as Add-On to Pro Products Holdings,https://metrolatinousa.com/afm-capital-partners-announces-acquisition-of-owens-industries-as-add-on-to-pro-products-holdings/,"...leading customers across the Aerospace & Defense and Space sectors. Owens deep technical expertise, commitment to quality... Owens has built a stellar reputation across the aerospace, defense, and space marketsindustries experiencing tremendous...","Wed, 12 Nov 2025 19:51:52 GMT"
"ARMADA Acquires Poseidon Industrial LLC, Expanding Its Solutions Offering to the U.S. Navy and Defense Support Capabilities",http://www.businesswire.com/news/home/20251112853468/en/ARMADA-Acquires-Poseidon-Industrial-LLC-Expanding-Its-Solutions-Offering-to-the-U.S.-Navy-and-Defense-Support-Capabilities/?feedref=JjAwJuNHiystnCoBq_hl-Rc4vIAVcHHkbDcwJimU8QtrtlakeQ9hNboBqTAWIjTge3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_kAy2gZikaX3QWV6xOvgFlA==,"SPANISH FORT, Ala.--(BUSINESS WIRE)--ARMADA Parent Inc., a leading solutions provider for outsourced U.S. Navy ship repair and construction, today announced the acquisition of Poseidon Industrial LLC (Poseidon). Poseidon is a Virginia based company supporting the U.S. Navy and defense industry with mechanical, electrical, and systems integration services for modernization and repair projects. ARMADA, which is majority owned by Carlyle (NASDAQ: CG) and Stellex Capital Management, delivers inte","Wed, 12 Nov 2025 18:00:00 UT"
XTI Aerospace acquires Drone Nerds for ~$40M,https://seekingalpha.com/news/4520496-xti-aerospace-acquires-drone-nerds-for-40m?source=generic_rss,,"Wed, 12 Nov 2025 09:10:48 -0500"
